1000 9998
381 127 2
812 343 2
894 637 2
255 420 1
715 443 1
860 941 2
963 389 2
522 700 2
59 127 2
324 959 2
465 623 1
929 682 3
884 91 2
280 941 1
980 605 1
270 197 2
995 234 2
711 171 2
971 101 1
292 853 2
303 832 2
856 818 2
669 43 1
37 551 1
969 42 1
844 986 1
471 610 1
222 414 3
806 280 1
653 91 2
521 422 2
833 556 2
370 514 1
995 68 2
333 577 1
38 230 2
445 529 1
674 507 3
194 572 2
5 440 2
932 345 2
944 954 2
521 110 1
810 645 1
34 334 2
706 92 2
508 496 2
472 320 1
216 418 1
375 335 1
132 506 2
24 255 1
6 690 2
418 269 3
656 160 2
643 996 2
156 989 2
915 426 2
416 739 2
929 812 2
434 918 3
412 348 1
599 880 1
744 724 2
594 739 2
921 576 2
847 512 1
118 187 2
18 627 2
297 190 2
902 824 1
483 972 1
82 895 2
275 181 1
262 289 1
727 522 2
110 80 1
980 390 1
263 15 1
687 866 3
539 171 2
560 191 1
7 304 3
810 250 2
243 880 3
446 566 2
333 769 2
629 282 1
679 656 2
198 478 1
483 140 2
746 152 1
924 930 1
935 472 1
373 114 3
499 857 2
830 649 2
183 908 1
645 174 1
743 780 1
960 629 2
647 40 2
381 757 1
472 758 2
375 533 1
887 987 2
582 302 1
408 241 2
784 991 2
559 747 1
992 681 1
65 810 1
380 104 1
105 931 1
244 271 2
467 736 2
173 195 2
540 398 1
558 851 1
400 87 1
632 515 1
696 426 2
718 805 2
653 89 1
875 439 1
463 146 1
436 132 1
260 756 3
567 927 2
146 102 1
407 259 3
928 107 1
43 635 2
213 890 1
536 666 1
815 407 1
924 107 3
982 2 3
339 950 1
120 391 2
575 680 1
328 257 1
639 675 2
478 733 2
813 684 2
986 123 1
863 667 1
374 580 1
976 86 2
68 795 1
693 97 3
869 406 2
199 661 2
461 394 1
416 807 1
921 432 1
660 700 1
307 508 2
551 493 1
776 929 1
875 4 2
877 250 1
691 945 2
377 985 2
502 683 3
676 521 2
59 469 2
167 994 2
941 787 2
748 104 2
463 569 1
201 116 2
846 384 1
402 623 2
700 178 1
634 464 2
618 727 1
253 766 1
239 451 1
182 140 2
925 952 1
292 685 2
993 647 2
242 543 1
146 265 2
427 794 2
248 492 2
533 387 2
616 863 2
202 877 2
231 683 2
617 715 2
504 61 1
26 711 1
69 55 2
733 806 1
170 798 2
866 493 1
778 100 1
919 27 2
490 844 3
759 292 2
17 268 1
364 727 2
416 708 1
950 264 1
560 412 1
629 304 1
166 658 1
733 805 1
480 329 1
63 420 2
412 158 1
906 200 2
434 162 2
883 40 1
776 859 1
14 2 2
369 117 2
422 610 1
185 879 1
224 24 1
604 979 2
576 717 1
758 835 1
149 964 1
969 55 1
346 148 3
128 738 1
12 331 2
452 478 1
775 937 1
411 857 2
85 711 1
972 629 1
195 537 2
506 152 3
166 674 1
846 689 2
425 747 1
47 102 2
212 784 2
969 825 1
161 700 2
727 707 2
844 580 1
415 941 1
864 183 2
119 98 2
931 963 1
796 90 1
154 321 1
495 49 1
203 385 2
780 746 2
477 802 2
365 768 2
84 474 3
39 431 2
852 417 2
13 88 1
667 782 1
411 368 2
127 855 2
427 494 2
918 852 2
989 70 1
94 38 1
768 397 2
758 582 1
901 333 2
407 173 2
910 71 2
941 174 2
994 711 1
11 966 1
429 774 1
657 207 1
251 966 2
577 578 3
610 83 1
518 719 1
452 21 2
861 59 2
885 543 1
228 532 1
817 8 2
28 715 1
132 823 2
414 307 2
460 257 1
58 296 1
286 360 2
150 334 3
638 90 1
168 757 2
466 249 1
719 962 2
27 23 1
491 259 1
850 85 1
980 890 2
875 413 1
157 722 2
41 740 1
512 242 2
544 137 2
972 443 2
177 703 1
580 779 1
491 930 1
752 44 1
92 979 2
996 797 1
200 650 2
690 163 2
80 757 1
712 667 1
640 996 2
297 9 3
720 374 1
617 361 2
882 860 2
639 610 2
775 938 2
341 114 1
399 675 1
945 437 2
193 556 2
87 357 2
839 656 3
88 101 1
891 459 2
551 342 1
895 294 3
623 46 1
729 378 1
163 768 1
446 735 3
930 834 2
985 652 1
928 69 3
339 78 2
153 655 1
158 652 2
26 48 3
893 510 1
577 50 3
407 711 1
630 861 2
67 237 2
254 877 1
433 190 1
40 758 3
496 681 2
829 644 1
497 842 1
983 164 1
84 776 3
609 787 3
268 669 2
861 116 3
761 407 1
447 383 1
389 131 2
323 732 2
607 974 2
482 388 2
518 503 2
979 51 2
400 178 1
934 31 2
113 673 2
409 472 1
91 731 1
446 133 2
590 186 1
388 182 1
395 398 2
703 523 1
812 305 1
583 108 1
559 389 2
251 866 1
294 836 1
59 390 2
73 940 1
894 542 2
228 104 1
346 864 1
517 491 1
517 897 1
509 775 1
431 696 2
326 500 1
313 568 1
856 139 2
798 771 2
246 719 1
372 161 2
603 622 3
959 500 3
356 368 2
65 502 2
159 747 2
390 995 3
789 266 1
237 917 2
731 830 2
174 926 1
521 262 3
105 503 1
606 353 1
533 946 1
323 206 2
153 476 1
515 165 1
3 678 3
382 573 2
475 201 2
4 449 1
388 366 2
367 565 1
146 161 2
497 605 2
727 304 2
730 388 2
297 273 2
181 283 2
884 472 1
365 213 2
262 656 2
750 930 3
167 784 3
454 775 1
766 854 1
958 214 1
85 2 1
531 267 1
829 141 2
200 217 1
755 160 1
397 799 1
403 503 1
348 514 2
593 704 2
257 517 1
552 437 2
322 332 3
862 285 1
446 689 2
599 212 2
727 547 2
837 327 2
665 836 2
803 100 1
969 799 2
131 507 1
648 335 2
988 307 2
813 714 1
580 902 2
878 452 1
172 743 2
773 643 2
401 525 1
44 863 1
339 640 1
437 10 1
879 922 1
632 123 1
344 609 2
145 258 2
718 127 1
873 747 3
487 214 2
173 788 2
754 309 1
581 854 1
986 754 3
119 565 2
63 458 1
806 726 1
260 472 2
258 638 2
836 314 1
202 828 2
338 824 1
163 700 2
634 559 1
752 230 1
789 767 2
848 974 3
908 195 2
818 581 1
506 54 2
987 516 1
661 157 1
362 498 2
175 520 1
695 443 2
8 195 3
403 670 2
302 705 2
590 409 2
642 959 1
302 365 2
717 686 1
965 461 1
61 264 2
219 756 1
219 160 1
797 844 2
824 941 2
251 779 1
561 658 1
507 413 1
713 225 2
908 209 1
454 645 2
444 12 2
792 182 2
253 760 2
913 686 1
169 219 1
556 219 3
822 843 1
823 681 1
668 902 1
202 481 2
845 17 1
486 978 2
932 269 3
437 557 1
847 902 1
195 298 1
841 427 2
735 526 1
552 316 3
491 297 1
143 270 1
201 719 3
810 364 1
518 506 1
577 706 2
217 476 3
850 509 1
401 564 2
216 300 2
407 4 1
107 481 1
972 632 1
311 874 1
915 873 2
55 97 2
967 536 3
107 857 2
49 994 1
566 208 2
846 547 2
252 398 2
595 357 2
580 441 2
987 842 2
930 456 3
108 114 3
44 789 1
507 832 1
606 870 2
172 466 1
811 717 1
667 665 1
860 828 1
990 684 2
272 867 1
456 453 1
860 715 2
538 54 1
918 511 2
451 460 1
819 264 2
311 53 2
986 894 2
643 965 3
236 800 1
571 538 1
642 15 2
772 465 2
750 521 1
618 936 2
479 889 3
430 184 2
705 498 1
159 389 1
514 916 2
398 945 1
388 982 3
914 561 1
496 424 3
532 650 2
730 810 1
192 109 2
639 374 1
3 997 2
564 519 2
50 16 1
484 288 2
694 488 1
242 262 1
357 907 1
282 17 1
197 405 1
48 567 1
225 659 3
547 508 2
444 517 1
170 109 2
937 986 3
659 113 2
342 864 1
989 663 2
882 705 2
954 382 2
661 121 3
999 289 2
363 356 1
72 447 2
149 50 2
914 170 2
840 260 1
400 940 1
375 614 2
613 137 3
642 267 3
183 844 1
985 677 1
853 134 1
793 657 2
34 864 2
242 717 1
779 162 3
258 479 1
393 789 2
870 230 1
814 873 2
127 966 2
357 75 1
491 849 2
429 597 2
620 268 2
19 55 1
47 532 1
558 833 1
334 796 2
599 159 3
238 248 2
899 898 1
772 368 2
600 280 1
687 966 2
842 802 2
627 521 2
550 629 1
666 369 2
507 904 1
994 336 3
473 201 1
676 831 1
824 346 2
240 293 2
148 127 2
379 915 2
667 204 2
728 857 1
464 567 2
